name,tool_id,category,subcategory,description,link,github_url,offering,open_source,self_hostable,pricing,maturity,released_at,updated_at,score,rank_in_subcategory
skillkit,skillkit,Agent Skills,TypeScript,"Supercharge AI coding agents with portable skills. Install, translate & share skills across Claude Code, Cursor, Codex, Copilot & 40 more",,https://github.com/rohitg00/skillkit,oss-library,true,true,free,,2026-01-20,2026-06-02,1449,2
skills,skills,Agent Skills,Various,Skills for Design Engineers.,,https://github.com/emilkowalski/skills,oss-library,true,true,free,,2026-03-16,2026-08-09,27753,2
fable-mode,fable-mode,Agent Skills,Markdown,"A Claude skill that activates Fable-style agentic behavior: explicit multi-stage planning, sub-agent delegation, and self-verification.",,https://github.com/mrtooher/fable-mode,oss-library,true,true,free,,2026-06-13,2026-07-10,822,3
launch-your-agent,launch-your-agent,Agent Skills,HTML,"Claude Code skills that take a founder from idea to a live Claude Managed Agent: interview, scope a v0, launch, grade, iterate, and schedule.",,https://github.com/anthropics/launch-your-agent,oss-library,true,true,free,,2026-06-16,2026-07-07,927,1
multi-tier-models-skill,multi-tier-models-skill,Agent Skills,Markdown,"A Claude Code skill implementing cost-optimized hierarchical model usage, routing tasks between different model tiers based on complexity.",,https://github.com/upasana1105/claude-code-skills/blob/main/multi-tier-models%2FSKILL.md,oss-library,true,true,free,,2026-07-15,2026-07-15,16,4
SimpleEnglish,simpleenglish,Agent Skills,Python,Agent skill that makes LLMs write documentation in ASD-STE100 Simplified Technical English.,,https://github.com/AminBlg/SimpleEnglish,oss-library,true,true,free,,2026-07-21,2026-08-07,2043,4
OpenSpace,openspace,Agent Skills,Python,The Skill Management Layer for AI Agents.,,https://github.com/HKUDS/OpenSpace,oss-library,true,true,free,,2026-03-24,2026-07-27,7327,2
text-to-cad,text-to-cad,Agent Skills,JavaScript,"A library of agent skills for CAD, CAE, and CAM.",,https://github.com/earthtojake/text-to-cad,oss-library,true,true,free,,2026-04-22,2026-08-10,13171,1
skill-recorder,skill-recorder,Agent Skills,TypeScript,"Desktop app that records your on-screen work session and reconstructs it as intent + ordered steps, then builds a reusable Skill or Automation for Microsoft Copilot / Copilot Studio.",,https://github.com/microsoft/skill-recorder,oss-library,true,true,free,,2026-07-29,2026-08-07,2669,1
supervision,supervision,Computer Vision,Python,We write your reusable computer vision tools. 💜,https://github.com/roboflow/supervision,https://github.com/roboflow/supervision,hybrid,false,false,freemium,,2022-11-28,2026-08-10,49222,1
git-branchless,git-branchless,Git & Version Control,Rust,"High-velocity, monorepo-scale workflow for Git",,https://github.com/arxanas/git-branchless,oss-library,true,true,free,,2020-12-10,2026-08-01,4109,2
git-machete,git-machete,Git & Version Control,Python,Probably the sharpest git repository organizer & rebase/merge workflow automation tool you've ever seen,,https://github.com/VirtusLab/git-machete,oss-library,true,true,free,,2018-02-24,2026-08-09,1132,1
jj,jj,Git & Version Control,Rust,A Git-compatible VCS that is both simple and powerful,https://github.com/jj-vcs/jj,https://github.com/jj-vcs/jj,hybrid,false,false,freemium,,2020-12-18,2026-08-09,30905,1
GitButler,gitbutler,Git & Version Control,Rust,A Git client that lets you work on multiple branches at once with virtual branches and a visual workflow.,https://gitbutler.com/,,hybrid,false,false,freemium,,,,0,3
lazygit,lazygit,Git & Version Control,Go,Simple terminal UI for git commands.,,https://github.com/jesseduffield/lazygit,oss-library,true,true,free,,2018-05-19,2026-08-09,81174,1
gh-dash (DASH),gh-dash-dash,Git & Version Control,Go,A rich terminal UI for GitHub that doesn't break your flow.,,https://github.com/dlvhdr/gh-dash,oss-library,true,true,free,,2021-10-14,2026-08-01,12277,2
claude-code-merge-queue,claude-code-merge-queue,Git & Version Control,TypeScript,The local merge queue for parallel Claude Code agents.,,https://github.com/funador/claude-code-merge-queue,oss-library,true,true,free,,2026-07-10,2026-07-29,121,1
Worktrunk,worktrunk,Git & Version Control,Rust,"Git worktree management for parallel AI agent workflows — switch, list, merge, remove with hooks, LLM commit messages, and PR integration.",https://worktrunk.dev/,,hybrid,false,false,freemium,,,,0,4
llm-d,llm-d,LLM Inference & Compute,Shell,Achieve state of the art inference performance with modern accelerators on Kubernetes,,https://github.com/llm-d/llm-d,oss-library,true,true,free,,2025-04-29,2026-08-10,4000,1
lmcache,lmcache,LLM Inference & Compute,Python,LMCache: Supercharge Your LLM with the Fastest KV Cache Layer,,https://github.com/LMCache/LMCache,oss-library,true,true,free,,2024-05-28,2026-08-10,11086,1
colibri,colibri,LLM Inference & Compute,C,"Run GLM-5.2 (744B MoE) on a 25GB-RAM consumer machine — pure C, zero deps, experts streamed from disk. Tiny engine, immense model. 🐦",,https://github.com/JustVugg/colibri,oss-library,true,true,free,,2026-07-01,2026-08-09,23560,1
apfel,apfel,LLM Inference & Compute,Various,"Unlocks Apple's on-device language model on macOS with one brew install — no downloads, API keys, or config; the fastest path to local AI.",https://apfel.franzai.com/,,hybrid,false,false,freemium,,,,0,1
Modal,modal,LLM Inference & Compute,SaaS,"High-performance AI infrastructure platform for running inference, training, batch processing, and sandboxes with sub-second cold starts and instant autoscaling (0 to 1000+ GPUs).",https://modal.com/,,saas,false,false,freemium,,,,0,1
LiteRT,litert,LLM Inference & Compute,C++,"Google's on-device runtime for high-performance ML and GenAI deployment on edge platforms, successor to TensorFlow Lite. Supports GPU/NPU acceleration across Android, iOS, Linux, macOS, Windows, and Web.",,https://github.com/google-ai-edge/LiteRT,oss-library,true,true,free,,2024-09-04,2026-08-10,3274,1
ODS,ods,LLM Inference & Compute,Python,"Turn your PC, Mac, or Linux box into an AI server — LLM inference, chat UI, voice, agents, workflows, RAG, and image generation.",,https://github.com/Osmantic/ODS,oss-library,true,true,free,,2026-02-09,2026-07-31,4081,2
LocalAI,localai,LLM Inference & Compute,Go,"The open-source AI engine — run any model (LLMs, vision, voice, image, video) on any hardware, no GPU required.",,https://github.com/mudler/LocalAI,oss-library,true,true,free,,2023-03-18,2026-08-10,48352,1
gigatoken,gigatoken,LLM Inference & Compute,Rust,Language model tokenization at GB/s.,,https://github.com/marcelroed/gigatoken,oss-library,true,true,free,,2025-11-10,2026-08-06,3947,1
tabfm,tabfm,Time Series & Tabular Models,Python,TabFM (Tabular Foundation Model) — a scikit-learn compatible model for zero-shot classification and regression on tabular datasets via in-context learning.,,https://github.com/google-research/tabfm,oss-library,true,true,free,,2026-06-16,2026-08-07,2456,2
timesfm,timesfm,Time Series & Tabular Models,Python,TimesFM (Time Series Foundation Model) is a pretrained time-series foundation model developed by Google Research for time-series forecasting.,https://github.com/google-research/timesfm,https://github.com/google-research/timesfm,hybrid,false,false,freemium,,2024-04-29,2026-07-14,27272,1
